race_eth_name,geotype,geoname,county_name,region_code,cost_yr,median_income,affordability_ratio,ave_fam_size,food_cost_index
Multiple,CO,San Bernardino,San Bernardino,14.0,8359.771368,28558.0,0.2927296,3.6,80.22043343249207
Other,CO,San Bernardino,San Bernardino,14.0,8359.771368,43125.0,0.1938498,3.6,80.22043343249207
AIAN,CO,San Diego,San Diego,9.0,6766.865472,23917.0,0.2829312,3.24,64.93489561462432
Asian,CO,San Diego,San Diego,9.0,6766.865472,36556.0,0.1851096,3.24,64.93489561462432
AfricanAm,CO,San Diego,San Diego,9.0,6766.865472,26739.0,0.253071,3.24,64.93489561462432
Latino,CO,San Diego,San Diego,9.0,6766.865472,23172.0,0.2920277,3.24,64.93489561462432
NHOPI,CO,San Diego,San Diego,9.0,6766.865472,17460.0,0.3875639,3.24,64.93489561462432
White,CO,San Diego,San Diego,9.0,6766.865472,41498.0,0.1630649,3.24,64.93489561462432
Multiple,CO,San Diego,San Diego,9.0,6766.865472,34000.0,0.1990255,3.24,64.93489561462432
Other,CO,San Diego,San Diego,9.0,6766.865472,19662.0,0.3441596,3.24,64.93489561462432
AIAN,CO,San Francisco,San Francisco,1.0,7471.0506132,32589.0,0.2292507,3.27,71.6922619057672
Asian,CO,San Francisco,San Francisco,1.0,7471.0506132,39156.0,0.1908022,3.27,71.6922619057672
AfricanAm,CO,San Francisco,San Francisco,1.0,7471.0506132,22564.0,0.3311049,3.27,71.6922619057672
Latino,CO,San Francisco,San Francisco,1.0,7471.0506132,27446.0,0.2722091,3.27,71.6922619057672
NHOPI,CO,San Francisco,San Francisco,1.0,7471.0506132,26897.0,0.2777652,3.27,71.6922619057672
White,CO,San Francisco,San Francisco,1.0,7471.0506132,67545.0,0.1106085,3.27,71.6922619057672
Multiple,CO,San Francisco,San Francisco,1.0,7471.0506132,52652.0,0.1418949,3.27,71.6922619057672
Other,CO,San Francisco,San Francisco,1.0,7471.0506132,,,3.27,71.6922619057672
AIAN,CO,San Joaquin,San Joaquin,10.0,7422.425856,30764.0,0.2412699,3.33,71.22565834372901
Asian,CO,San Joaquin,San Joaquin,10.0,7422.425856,28196.0,0.2632439,3.33,71.22565834372901
AfricanAm,CO,San Joaquin,San Joaquin,10.0,7422.425856,25046.0,0.2963517,3.33,71.22565834372901
Latino,CO,San Joaquin,San Joaquin,10.0,7422.425856,22115.0,0.3356286,3.33,71.22565834372901
NHOPI,CO,San Joaquin,San Joaquin,10.0,7422.425856,22692.0,0.3270944,3.33,71.22565834372901
White,CO,San Joaquin,San Joaquin,10.0,7422.425856,29716.0,0.2497788,3.33,71.22565834372901
Multiple,CO,San Joaquin,San Joaquin,10.0,7422.425856,26250.0,0.2827591,3.33,71.22565834372901
Other,CO,San Joaquin,San Joaquin,10.0,7422.425856,2857.0,2.5979789,3.33,71.22565834372901
AIAN,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,48839.0,0.1297027,2.79,60.786383272238744
Asian,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,34565.0,0.1832648,2.79,60.786383272238744
AfricanAm,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,63026.0,0.1005069,2.79,60.786383272238744
Latino,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,23225.0,0.272747,2.79,60.786383272238744
NHOPI,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,,,2.79,60.786383272238744
White,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,31398.0,0.2017501,2.79,60.786383272238744
Multiple,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,45758.0,0.1384359,2.79,60.786383272238744
Other,CO,San Luis Obispo,San Luis Obispo,11.0,6334.5490008,,,2.79,60.786383272238744
AIAN,CO,San Mateo,San Mateo,1.0,7142.9546304,41875.0,0.170578,3.17,68.54385021015257
Asian,CO,San Mateo,San Mateo,1.0,7142.9546304,60043.0,0.118964,3.17,68.54385021015257
AfricanAm,CO,San Mateo,San Mateo,1.0,7142.9546304,29535.0,0.2418471,3.17,68.54385021015257
Latino,CO,San Mateo,San Mateo,1.0,7142.9546304,31167.0,0.2291833,3.17,68.54385021015257
NHOPI,CO,San Mateo,San Mateo,1.0,7142.9546304,78235.0,0.0913013,3.17,68.54385021015257
White,CO,San Mateo,San Mateo,1.0,7142.9546304,64016.0,0.1115808,3.17,68.54385021015257
Multiple,CO,San Mateo,San Mateo,1.0,7142.9546304,42262.0,0.169016,3.17,68.54385021015257
Other,CO,San Mateo,San Mateo,1.0,7142.9546304,,,3.17,68.54385021015257
AIAN,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,22321.0,0.3212547,3.17,68.81034401305057
Asian,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,35083.0,0.2043932,3.17,68.81034401305057
AfricanAm,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,26719.0,0.2683755,3.17,68.81034401305057
Latino,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,25101.0,0.2856749,3.17,68.81034401305057
NHOPI,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,,,3.17,68.81034401305057
White,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,34554.0,0.2075223,3.17,68.81034401305057
Multiple,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,34730.0,0.2064707,3.17,68.81034401305057
Other,CO,Santa Barbara,Santa Barbara,12.0,7170.7259496,,,3.17,68.81034401305057
AIAN,CO,Santa Clara,Santa Clara,1.0,7304.328768,34402.0,0.2123228,3.2,70.0923977353421
Asian,CO,Santa Clara,Santa Clara,1.0,7304.328768,47083.0,0.1551373,3.2,70.0923977353421
AfricanAm,CO,Santa Clara,Santa Clara,1.0,7304.328768,36065.0,0.2025323,3.2,70.0923977353421
Latino,CO,Santa Clara,Santa Clara,1.0,7304.328768,26269.0,0.2780589,3.2,70.0923977353421
NHOPI,CO,Santa Clara,Santa Clara,1.0,7304.328768,35904.0,0.2034405,3.2,70.0923977353421
White,CO,Santa Clara,Santa Clara,1.0,7304.328768,61113.0,0.1195217,3.2,70.0923977353421
Multiple,CO,Santa Clara,Santa Clara,1.0,7304.328768,33750.0,0.2164246,3.2,70.0923977353421
Other,CO,Santa Clara,Santa Clara,1.0,7304.328768,24375.0,0.2996648,3.2,70.0923977353421
AIAN,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,,,2.96,63.73668038000192
Asian,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,48405.0,0.1372172,2.96,63.73668038000192
AfricanAm,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,45714.0,0.1452946,2.96,63.73668038000192
Latino,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,22280.0,0.2981149,2.96,63.73668038000192
NHOPI,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,,,2.96,63.73668038000192
White,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,35071.0,0.1893872,2.96,63.73668038000192
Multiple,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,24000.0,0.27675,2.96,63.73668038000192
Other,CO,Santa Cruz,Santa Cruz,4.0,6641.9994624,,,2.96,63.73668038000192
AIAN,CO,Shasta,Shasta,13.0,6842.318442,11660.0,0.5868198,3.05,65.65894292294405
Asian,CO,Shasta,Shasta,13.0,6842.318442,23750.0,0.2880976,3.05,65.65894292294405
AfricanAm,CO,Shasta,Shasta,13.0,6842.318442,9800.0,0.6981958,3.05,65.65894292294405
Latino,CO,Shasta,Shasta,13.0,6842.318442,16625.0,0.411568,3.05,65.65894292294405
NHOPI,CO,Shasta,Shasta,13.0,6842.318442,,,3.05,65.65894292294405
White,CO,Shasta,Shasta,13.0,6842.318442,19368.0,0.3532796,3.05,65.65894292294405
Multiple,CO,Shasta,Shasta,13.0,6842.318442,9340.0,0.7325823,3.05,65.65894292294405
Other,CO,Shasta,Shasta,13.0,6842.318442,,,3.05,65.65894292294405
AIAN,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
Asian,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
AfricanAm,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
Latino,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
NHOPI,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
White,CO,Sierra,Sierra,6.0,9238.44,9125.0,1.0124318,3.84,88.65214470780157
Multiple,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
Other,CO,Sierra,Sierra,6.0,9238.44,,,3.84,88.65214470780157
AIAN,CO,Siskiyou,Siskiyou,6.0,5553.3771732,14531.0,0.3821745,2.53,53.290252117838975
Asian,CO,Siskiyou,Siskiyou,6.0,5553.3771732,,,2.53,53.290252117838975
AfricanAm,CO,Siskiyou,Siskiyou,6.0,5553.3771732,,,2.53,53.290252117838975
Latino,CO,Siskiyou,Siskiyou,6.0,5553.3771732,20673.0,0.2686295,2.53,53.290252117838975
NHOPI,CO,Siskiyou,Siskiyou,6.0,5553.3771732,,,2.53,53.290252117838975
White,CO,Siskiyou,Siskiyou,6.0,5553.3771732,16053.0,0.3459401,2.53,53.290252117838975
Multiple,CO,Siskiyou,Siskiyou,6.0,5553.3771732,34722.0,0.1599383,2.53,53.290252117838975
Other,CO,Siskiyou,Siskiyou,6.0,5553.3771732,,,2.53,53.290252117838975
AIAN,CO,Solano,Solano,1.0,7181.1804168,13958.0,0.5144849,3.18,68.91066516457154
Asian,CO,Solano,Solano,1.0,7181.1804168,41786.0,0.1718561,3.18,68.91066516457154
AfricanAm,CO,Solano,Solano,1.0,7181.1804168,29438.0,0.2439425,3.18,68.91066516457154
Latino,CO,Solano,Solano,1.0,7181.1804168,27315.0,0.2629024,3.18,68.91066516457154
NHOPI,CO,Solano,Solano,1.0,7181.1804168,40061.0,0.1792561,3.18,68.91066516457154
White,CO,Solano,Solano,1.0,7181.1804168,40837.0,0.1758499,3.18,68.91066516457154
Multiple,CO,Solano,Solano,1.0,7181.1804168,17296.0,0.4151931,3.18,68.91066516457154
Other,CO,Solano,Solano,1.0,7181.1804168,53864.0,0.1333206,3.18,68.91066516457154
AIAN,CO,Sonoma,Sonoma,1.0,6762.1242696,33750.0,0.2003592,2.97,64.88939899817676
Asian,CO,Sonoma,Sonoma,1.0,6762.1242696,52054.0,0.1299059,2.97,64.88939899817676
AfricanAm,CO,Sonoma,Sonoma,1.0,6762.1242696,17011.0,0.3975148,2.97,64.88939899817676
Latino,CO,Sonoma,Sonoma,1.0,6762.1242696,25154.0,0.268829,2.97,64.88939899817676
NHOPI,CO,Sonoma,Sonoma,1.0,6762.1242696,,,2.97,64.88939899817676
White,CO,Sonoma,Sonoma,1.0,6762.1242696,40559.0,0.1667232,2.97,64.88939899817676
Multiple,CO,Sonoma,Sonoma,1.0,6762.1242696,20769.0,0.3255874,2.97,64.88939899817676
Other,CO,Sonoma,Sonoma,1.0,6762.1242696,,,2.97,64.88939899817676
AIAN,CO,Stanislaus,Stanislaus,10.0,7587.539898,14830.0,0.5116345,3.39,72.81009402168698
Asian,CO,Stanislaus,Stanislaus,10.0,7587.539898,32417.0,0.2340605,3.39,72.81009402168698
AfricanAm,CO,Stanislaus,Stanislaus,10.0,7587.539898,12906.0,0.5879079,3.39,72.81009402168698
Latino,CO,Stanislaus,Stanislaus,10.0,7587.539898,18188.0,0.4171729,3.39,72.81009402168698
NHOPI,CO,Stanislaus,Stanislaus,10.0,7587.539898,50833.0,0.1492641,3.39,72.81009402168698
White,CO,Stanislaus,Stanislaus,10.0,7587.539898,27070.0,0.2802933,3.39,72.81009402168698
Multiple,CO,Stanislaus,Stanislaus,10.0,7587.539898,6314.0,1.201701,3.39,72.81009402168698
Other,CO,Stanislaus,Stanislaus,10.0,7587.539898,,,3.39,72.81009402168698
AIAN,CO,Sutter,Sutter,8.0,7057.83852,31818.0,0.221819,3.2,67.72707532866328
Asian,CO,Sutter,Sutter,8.0,7057.83852,16324.0,0.4323596,3.2,67.72707532866328
AfricanAm,CO,Sutter,Sutter,8.0,7057.83852,,,3.2,67.72707532866328
Latino,CO,Sutter,Sutter,8.0,7057.83852,17590.0,0.4012415,3.2,67.72707532866328
NHOPI,CO,Sutter,Sutter,8.0,7057.83852,,,3.2,67.72707532866328
White,CO,Sutter,Sutter,8.0,7057.83852,25486.0,0.27693,3.2,67.72707532866328
Multiple,CO,Sutter,Sutter,8.0,7057.83852,17134.0,0.4119201,3.2,67.72707532866328
Other,CO,Sutter,Sutter,8.0,7057.83852,,,3.2,67.72707532866328
AIAN,CO,Tehama,Tehama,7.0,6450.0733968,,,2.93,61.894956307456106
Asian,CO,Tehama,Tehama,7.0,6450.0733968,,,2.93,61.894956307456106
AfricanAm,CO,Tehama,Tehama,7.0,6450.0733968,,,2.93,61.894956307456106
Latino,CO,Tehama,Tehama,7.0,6450.0733968,6061.0,1.0641929,2.93,61.894956307456106
NHOPI,CO,Tehama,Tehama,7.0,6450.0733968,,,2.93,61.894956307456106
White,CO,Tehama,Tehama,7.0,6450.0733968,25031.0,0.2576834,2.93,61.894956307456106
Multiple,CO,Tehama,Tehama,7.0,6450.0733968,,,2.93,61.894956307456106
Other,CO,Tehama,Tehama,7.0,6450.0733968,,,2.93,61.894956307456106
AIAN,CO,Trinity,Trinity,5.0,5856.2790816,,,2.68,56.196901272430665
Asian,CO,Trinity,Trinity,5.0,5856.2790816,,,2.68,56.196901272430665
AfricanAm,CO,Trinity,Trinity,5.0,5856.2790816,,,2.68,56.196901272430665
Latino,CO,Trinity,Trinity,5.0,5856.2790816,,,2.68,56.196901272430665
NHOPI,CO,Trinity,Trinity,5.0,5856.2790816,,,2.68,56.196901272430665
White,CO,Trinity,Trinity,5.0,5856.2790816,20594.0,0.2843682,2.68,56.196901272430665
Multiple,CO,Trinity,Trinity,5.0,5856.2790816,15313.0,0.3824384,2.68,56.196901272430665
Other,CO,Trinity,Trinity,5.0,5856.2790816,,,2.68,56.196901272430665
AIAN,CO,Tulare,Tulare,10.0,8050.3527816,27788.0,0.2897061,3.66,77.25125018328374
Asian,CO,Tulare,Tulare,10.0,8050.3527816,25083.0,0.3209486,3.66,77.25125018328374
AfricanAm,CO,Tulare,Tulare,10.0,8050.3527816,29211.0,0.2755932,3.66,77.25125018328374
Latino,CO,Tulare,Tulare,10.0,8050.3527816,18521.0,0.4346608,3.66,77.25125018328374
NHOPI,CO,Tulare,Tulare,10.0,8050.3527816,,,3.66,77.25125018328374
White,CO,Tulare,Tulare,10.0,8050.3527816,23840.0,0.3376826,3.66,77.25125018328374
Multiple,CO,Tulare,Tulare,10.0,8050.3527816,32222.0,0.2498403,3.66,77.25125018328374
Other,CO,Tulare,Tulare,10.0,8050.3527816,2500.0,3.2201411,3.66,77.25125018328374
AIAN,CO,Tuolumne,Tuolumne,3.0,5629.100448,,,2.57,54.01689327319835
Asian,CO,Tuolumne,Tuolumne,3.0,5629.100448,,,2.57,54.01689327319835
AfricanAm,CO,Tuolumne,Tuolumne,3.0,5629.100448,,,2.57,54.01689327319835
Latino,CO,Tuolumne,Tuolumne,3.0,5629.100448,35887.0,0.1568563,2.57,54.01689327319835
NHOPI,CO,Tuolumne,Tuolumne,3.0,5629.100448,,,2.57,54.01689327319835
White,CO,Tuolumne,Tuolumne,3.0,5629.100448,21574.0,0.2609206,2.57,54.01689327319835
Multiple,CO,Tuolumne,Tuolumne,3.0,5629.100448,,,2.57,54.01689327319835
Other,CO,Tuolumne,Tuolumne,3.0,5629.100448,,,2.57,54.01689327319835
AIAN,CO,Ventura,Ventura,14.0,7609.9408128,60227.0,0.1263543,3.24,73.02505338067363
Asian,CO,Ventura,Ventura,14.0,7609.9408128,44522.0,0.1709254,3.24,73.02505338067363
AfricanAm,CO,Ventura,Ventura,14.0,7609.9408128,36733.0,0.2071691,3.24,73.02505338067363
Latino,CO,Ventura,Ventura,14.0,7609.9408128,26981.0,0.2820481,3.24,73.02505338067363
NHOPI,CO,Ventura,Ventura,14.0,7609.9408128,,,3.24,73.02505338067363
White,CO,Ventura,Ventura,14.0,7609.9408128,53199.0,0.1430467,3.24,73.02505338067363
Multiple,CO,Ventura,Ventura,14.0,7609.9408128,26287.0,0.2894945,3.24,73.02505338067363
Other,CO,Ventura,Ventura,14.0,7609.9408128,53111.0,0.1432837,3.24,73.02505338067363
AIAN,CO,Yolo,Yolo,8.0,6851.466108,50469.0,0.1357559,3.02,65.74672399961615
Asian,CO,Yolo,Yolo,8.0,6851.466108,41364.0,0.1656384,3.02,65.74672399961615
AfricanAm,CO,Yolo,Yolo,8.0,6851.466108,21375.0,0.3205364,3.02,65.74672399961615
Latino,CO,Yolo,Yolo,8.0,6851.466108,26659.0,0.2570039,3.02,65.74672399961615
NHOPI,CO,Yolo,Yolo,8.0,6851.466108,6328.0,1.0827222,3.02,65.74672399961615
White,CO,Yolo,Yolo,8.0,6851.466108,36438.0,0.1880308,3.02,65.74672399961615
Multiple,CO,Yolo,Yolo,8.0,6851.466108,48409.0,0.1415329,3.02,65.74672399961615
Other,CO,Yolo,Yolo,8.0,6851.466108,,,3.02,65.74672399961615
AIAN,CO,Yuba,Yuba,8.0,7090.7771712,13750.0,0.5156929,3.22,68.04315489108531
Asian,CO,Yuba,Yuba,8.0,7090.7771712,28750.0,0.2466357,3.22,68.04315489108531
AfricanAm,CO,Yuba,Yuba,8.0,7090.7771712,16750.0,0.42333,3.22,68.04315489108531
Latino,CO,Yuba,Yuba,8.0,7090.7771712,27813.0,0.2549447,3.22,68.04315489108531
NHOPI,CO,Yuba,Yuba,8.0,7090.7771712,,,3.22,68.04315489108531
White,CO,Yuba,Yuba,8.0,7090.7771712,22056.0,0.3214897,3.22,68.04315489108531
Multiple,CO,Yuba,Yuba,8.0,7090.7771712,23109.0,0.3068405,3.22,68.04315489108531
Other,CO,Yuba,Yuba,8.0,7090.7771712,,,3.22,68.04315489108531
AIAN,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
Asian,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
AfricanAm,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
Latino,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
NHOPI,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
White,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
Multiple,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
Other,PL,Acalanes Ridge CDP,Contra Costa,1.0,5890.3536,,,2.44,56.52388062565973
AIAN,PL,Acampo CDP,San Joaquin,10.0,,,,,
Asian,PL,Acampo CDP,San Joaquin,10.0,,,,,
AfricanAm,PL,Acampo CDP,San Joaquin,10.0,,,,,
Latino,PL,Acampo CDP,San Joaquin,10.0,,,,,
NHOPI,PL,Acampo CDP,San Joaquin,10.0,,,,,
White,PL,Acampo CDP,San Joaquin,10.0,,,,,
Multiple,PL,Acampo CDP,San Joaquin,10.0,,,,,
Other,PL,Acampo CDP,San Joaquin,10.0,,,,,
AIAN,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
Asian,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
AfricanAm,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
Latino,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
NHOPI,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
White,PL,Acton CDP,Los Angeles,14.0,8087.94024,12500.0,0.6470352,3.44,77.61193973706938
Multiple,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
Other,PL,Acton CDP,Los Angeles,14.0,8087.94024,,,3.44,77.61193973706938
AIAN,PL,Adelanto city,San Bernardino,14.0,9411.2036748,,,4.01,90.30998632376931
Asian,PL,Adelanto city,San Bernardino,14.0,9411.2036748,,,4.01,90.30998632376931
AfricanAm,PL,Adelanto city,San Bernardino,14.0,9411.2036748,17310.0,0.5436859,4.01,90.30998632376931
Latino,PL,Adelanto city,San Bernardino,14.0,9411.2036748,14933.0,0.6302286,4.01,90.30998632376931
NHOPI,PL,Adelanto city,San Bernardino,14.0,9411.2036748,,,4.01,90.30998632376931
White,PL,Adelanto city,San Bernardino,14.0,9411.2036748,19231.0,0.4893767,4.01,90.30998632376931
Multiple,PL,Adelanto city,San Bernardino,14.0,9411.2036748,28208.0,0.333636,4.01,90.30998632376931
Other,PL,Adelanto city,San Bernardino,14.0,9411.2036748,,,4.01,90.30998632376931
AIAN,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
Asian,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
AfricanAm,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
Latino,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
NHOPI,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
White,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
Multiple,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
Other,PL,Adin CDP,Modoc,6.0,9432.84,,,3.92,90.51760867479129
AIAN,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
Asian,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
AfricanAm,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
Latino,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
NHOPI,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
White,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,46641.0,0.1434701,2.75,64.21255445734573
Multiple,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
Other,PL,Agoura Hills city,Los Angeles,14.0,6691.5903,,,2.75,64.21255445734573
AIAN,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
Asian,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
AfricanAm,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
Latino,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
NHOPI,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
White,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
Multiple,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
Other,PL,Agua Dulce CDP,Los Angeles,14.0,7621.7316,,,3.07,73.13819786968622
AIAN,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
Asian,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
AfricanAm,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
Latino,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
NHOPI,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
White,PL,Aguanga CDP,Riverside,14.0,9683.1132,2500.0,3.8732453,3.89,92.91923231935515
Multiple,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
Other,PL,Aguanga CDP,Riverside,14.0,9683.1132,,,3.89,92.91923231935515
AIAN,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
Asian,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
AfricanAm,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
Latino,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
NHOPI,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
White,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
Multiple,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
Other,PL,Ahwahnee CDP,Madera,10.0,,,,3.46,
AIAN,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
Asian,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
AfricanAm,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
Latino,PL,Airport CDP,Stanislaus,10.0,6478.7267424,5500.0,1.1779503,2.88,62.169914042798204
NHOPI,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
White,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
Multiple,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
Other,PL,Airport CDP,Stanislaus,10.0,6478.7267424,,,2.88,62.169914042798204
AIAN,PL,Alameda city,Alameda,1.0,7198.738464,,,3.13,69.07915232703196
Asian,PL,Alameda city,Alameda,1.0,7198.738464,53036.0,0.1357331,3.13,69.07915232703196
AfricanAm,PL,Alameda city,Alameda,1.0,7198.738464,17188.0,0.4188235,3.13,69.07915232703196
Latino,PL,Alameda city,Alameda,1.0,7198.738464,31765.0,0.2266249,3.13,69.07915232703196
NHOPI,PL,Alameda city,Alameda,1.0,7198.738464,,,3.13,69.07915232703196
White,PL,Alameda city,Alameda,1.0,7198.738464,29048.0,0.2478222,3.13,69.07915232703196
Multiple,PL,Alameda city,Alameda,1.0,7198.738464,33654.0,0.2139044,3.13,69.07915232703196
Other,PL,Alameda city,Alameda,1.0,7198.738464,,,3.13,69.07915232703196
AIAN,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
Asian,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
AfricanAm,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
Latino,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
NHOPI,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
White,PL,Alamo CDP,Contra Costa,1.0,6724.1832,111250.0,0.0604421,2.78,64.5253161884656
Multiple,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
Other,PL,Alamo CDP,Contra Costa,1.0,6724.1832,,,2.78,64.5253161884656
AIAN,PL,Albany city,Alameda,1.0,6441.72564,,,2.74,61.81485116591497
Asian,PL,Albany city,Alameda,1.0,6441.72564,90875.0,0.07088559999999999,2.74,61.81485116591497
AfricanAm,PL,Albany city,Alameda,1.0,6441.72564,,,2.74,61.81485116591497
Latino,PL,Albany city,Alameda,1.0,6441.72564,60879.0,0.1058119,2.74,61.81485116591497
NHOPI,PL,Albany city,Alameda,1.0,6441.72564,,,2.74,61.81485116591497
White,PL,Albany city,Alameda,1.0,6441.72564,65568.0,0.098245,2.74,61.81485116591497
Multiple,PL,Albany city,Alameda,1.0,6441.72564,,,2.74,61.81485116591497
Other,PL,Albany city,Alameda,1.0,6441.72564,,,2.74,61.81485116591497
AIAN,PL,Albion CDP,Mendocino,5.0,,,,,
Asian,PL,Albion CDP,Mendocino,5.0,,,,,
AfricanAm,PL,Albion CDP,Mendocino,5.0,,,,,
Latino,PL,Albion CDP,Mendocino,5.0,,,,,
NHOPI,PL,Albion CDP,Mendocino,5.0,,,,,
White,PL,Albion CDP,Mendocino,5.0,,,,,
Multiple,PL,Albion CDP,Mendocino,5.0,,,,,
Other,PL,Albion CDP,Mendocino,5.0,,,,,
